NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
03FB8E0C4,1069080772,OKFYV00132B,26101,East - 2
088F6801C,2297856028,HOHOU00105B,56101,East - 2
088F68031,2297856049,HOHOU00128C,56101,East - 2
088F68046,2297856070,HOHOU00370B,56101,East - 2
088F6805B,2297856091,HOHOU00486A,56101,East - 2
088F68071,2297856113,HOHOU00487C,56101,East - 2
088F68085,2297856133,HOHOU00616A,56101,East - 2
088F6809A,2297856154,HOHOU00733A,56101,East - 2
088F680AF,2297856175,HOHOU00734A,56101,East - 2
088F680C4,2297856196,HOHOU00735A,56101,East - 2
088F680D9,2297856217,HOHOU00747A,56101,East - 2
088F68103,2297856259,HOHOU00750A,56101,East - 2
088F6901C,2297860124,HOHOU00121B,56101,East - 2
088F69031,2297860145,HOHOU00227A,56101,East - 2
088F6909A,2297860250,HOHOU00516A,56101,East - 2
088F690C4,2297860292,HOHOU00607A,56101,East - 2
088F690D9,2297860313,HOHOU00626A,56101,East - 2
088F690EE,2297860334,HOHOU00627A,56101,East - 2
088F69118,2297860376,HOHOU00728A,56101,East - 2
088F6A007,2297864199,HOHOU00099B,56101,East - 2
088F6A071,2297864305,HOHOU00281B,56101,East - 2
088F6A085,2297864325,HOHOU00305B,56101,East - 2
088F6A09A,2297864346,HOHOU00547A,56101,East - 2
088F6A0AF,2297864367,HOHOU00589A,56101,East - 2
088F6A0C4,2297864388,HOHOU00634A,56101,East - 2
088F6A0D9,2297864409,HOHOU00636A,56101,East - 2
088F6A0EE,2297864430,HOHOU00736B,56101,East - 2
088F6A103,2297864451,HOHOU00737A,56101,East - 2
088F6A118,2297864472,HOHOU00738A,56101,East - 2
088F6D071,2297876593,HOHOU00529A,56101,East - 2
088F6D085,2297876613,HOHOU00542A,56101,East - 2
088F6D09A,2297876634,HOHOU00549A,56101,East - 2
088F6D0AF,2297876655,HOHOU00581B,56101,East - 2
088F6D0C4,2297876676,HOHOU00603A,56101,East - 2
088F6D0D9,2297876697,HOHOU00604A,56101,East - 2
088F6D0EE,2297876718,HOHOU00704B,56101,East - 2
088F6D118,2297876760,HOHOU00748B,56101,East - 2
088F6E007,2297880583,HOHOU00166B,56101,East - 2
088F6E071,2297880689,HOHOU00411C,56101,East - 2
088F6E0AF,2297880751,HOHOU00544A,56101,East - 2
088F6E0C4,2297880772,HOHOU00624A,56101,East - 2
088F6E0D9,2297880793,HOHOU00673A,56101,East - 2
088F6E118,2297880856,HOHOU00731A,56101,East - 2
095A8B007,2510860295,JKJAN00008A,61301,East - 2
095A8B01C,2510860316,JKJAN00079A,61301,East - 2
095A8B031,2510860337,JKJAN00080A,61301,East - 2
095A8B0D9,2510860505,JKJAN00200B,61301,East - 2
095A8B0EE,2510860526,JKJAN00208A,61301,East - 2
095A8B103,2510860547,JKJAN00213A,61301,East - 2
095A8C031,2510864433,JKJAN00050A,61301,East - 2
095A8C046,2510864454,JKJAN00081A,61301,East - 2
095A8C05B,2510864475,JKJAN00124A,61301,East - 2
095A8C071,2510864497,JKJAN00125A,61301,East - 2
095A8C09A,2510864538,JKJAN00199A,61301,East - 2
095A8C0AF,2510864559,JKJAN00204A,61301,East - 2
095A8C0C4,2510864580,JKJAN00209A,61301,East - 2
095A8C0EE,2510864622,JKJAN00220A,61301,East - 2
095A8C103,2510864643,JKJAN00235A,61301,East - 2
095A8E01C,2510872604,JKJAN00014A,61301,East - 2
095A8E031,2510872625,JKJAN00041A,61301,East - 2
095A8E05B,2510872667,JKJAN00090A,61301,East - 2
095A8E071,2510872689,JKJAN00099A,61301,East - 2
095A8E085,2510872709,JKJAN00105A,61301,East - 2
095A8E09A,2510872730,JKJAN00156A,61301,East - 2
095A8E0C4,2510872772,JKJAN00207A,61301,East - 2
095A8E0EE,2510872814,JKJAN00221A,61301,East - 2
09896901C,2560004124,JKMSY00004A,62501,East - 2
09896905B,2560004187,JKMSY00015A,62501,East - 2
09896909B,2560004251,JKMSY00039A,62501,East - 2
0989690AF,2560004271,JKMSY00082A,62501,East - 2
0989690C4,2560004292,JKMSY00092A,62501,East - 2
0989690D9,2560004313,JKMSY00094A,62501,East - 2
0989690EE,2560004334,JKMSY00095A,62501,East - 2
09896A007,2560008199,JKMSY00013A,62501,East - 2
09896A01C,2560008220,JKMSY00017A,62501,East - 2
09896A031,2560008241,JKMSY00027A,62501,East - 2
09896A046,2560008262,JKMSY00033A,62501,East - 2
09896A05B,2560008283,JKMSY00043A,62501,East - 2
09896A071,2560008305,JKMSY00054A,62501,East - 2
09896A085,2560008325,JKMSY00056A,62501,East - 2
09896A0AF,2560008367,JKMSY00086A,62501,East - 2
09896A0C4,2560008388,JKMSY00096A,62501,East - 2
09896A0EE,2560008430,JKMSY00113A,62501,East - 2
09896B007,2560012295,JKMSY00009A,62501,East - 2
09896B01C,2560012316,JKMSY00012A,62501,East - 2
09896B031,2560012337,JKMSY00040A,62501,East - 2
09896B046,2560012358,JKMSY00045A,62501,East - 2
09896B05B,2560012379,JKMSY00069A,62501,East - 2
09896B071,2560012401,JKMSY00072A,62501,East - 2
09896B09A,2560012442,JKMSY00076A,62501,East - 2
09896B0C4,2560012484,JKMSY00093A,62501,East - 2
09896B0D9,2560012505,JKMSY00112A,62501,East - 2
09896C007,2560016391,JKMSY00019A,62501,East - 2
09896C01C,2560016412,JKMSY00025A,62501,East - 2
09896C046,2560016454,JKMSY00052A,62501,East - 2
09896C085,2560016517,JKMSY00074A,62501,East - 2
09896C09A,2560016538,JKMSY00078A,62501,East - 2
09896C0D9,2560016601,JKMSY00081A,62501,East - 2
09896C0EE,2560016622,JKMSY00118A,62501,East - 2
088F6C071,2297872497,HOHOU00499A,56102,East - 2
088F6C085,2297872517,HOHOU00504A,56102,East - 2
088F6C09A,2297872538,HOHOU00537A,56102,East - 2
088F6C0AF,2297872559,HOHOU00538A,56102,East - 2
088F6C0C4,2297872580,HOHOU00561A,56102,East - 2
088F6C0D9,2297872601,HOHOU00576A,56102,East - 2
088F6C0EE,2297872622,HOHOU00672A,56102,East - 2
088F6C103,2297872643,HOHOU00698B,56102,East - 2
088F6C118,2297872664,HOHOU00720B,56102,East - 2
088F6F031,2297884721,HOHOU00150B,56102,East - 2
088F6F09A,2297884826,HOHOU00534A,56102,East - 2
088F6F0AF,2297884847,HOHOU00586B,56102,East - 2
