NR_Cell_Identity,NR_Cell_Identity_decimal,Cell_Site_Common_Name,TAC,AWS Region
03FB8E0C5,1069080773,OKFYV00132B,26101,East - 2
088F6801D,2297856029,HOHOU00105B,56101,East - 2
088F68032,2297856050,HOHOU00128C,56101,East - 2
088F68047,2297856071,HOHOU00370B,56101,East - 2
088F6805C,2297856092,HOHOU00486A,56101,East - 2
088F68086,2297856134,HOHOU00616A,56101,East - 2
088F6809B,2297856155,HOHOU00733A,56101,East - 2
088F680C5,2297856197,HOHOU00735A,56101,East - 2
088F680DA,2297856218,HOHOU00747A,56101,East - 2
088F68104,2297856260,HOHOU00750A,56101,East - 2
088F6901D,2297860125,HOHOU00121B,56101,East - 2
088F69032,2297860146,HOHOU00227A,56101,East - 2
088F6909B,2297860251,HOHOU00516A,56101,East - 2
088F690C5,2297860293,HOHOU00607A,56101,East - 2
088F690DA,2297860314,HOHOU00626A,56101,East - 2
088F690EF,2297860335,HOHOU00627A,56101,East - 2
088F69119,2297860377,HOHOU00728A,56101,East - 2
088F6A008,2297864200,HOHOU00099B,56101,East - 2
088F6A086,2297864326,HOHOU00305B,56101,East - 2
088F6A09B,2297864347,HOHOU00547A,56101,East - 2
088F6A0C5,2297864389,HOHOU00634A,56101,East - 2
088F6A0DA,2297864410,HOHOU00636A,56101,East - 2
088F6A0EF,2297864431,HOHOU00736B,56101,East - 2
088F6A104,2297864452,HOHOU00737A,56101,East - 2
088F6A119,2297864473,HOHOU00738A,56101,East - 2
088F6D086,2297876614,HOHOU00542A,56101,East - 2
088F6D09B,2297876635,HOHOU00549A,56101,East - 2
088F6D0C5,2297876677,HOHOU00603A,56101,East - 2
088F6D0DA,2297876698,HOHOU00604A,56101,East - 2
088F6D0EF,2297876719,HOHOU00704B,56101,East - 2
088F6D119,2297876761,HOHOU00748B,56101,East - 2
088F6E008,2297880584,HOHOU00166B,56101,East - 2
088F6E0C5,2297880773,HOHOU00624A,56101,East - 2
088F6E0DA,2297880794,HOHOU00673A,56101,East - 2
088F6E119,2297880857,HOHOU00731A,56101,East - 2
095A8B008,2510860296,JKJAN00008A,61301,East - 2
095A8B01D,2510860317,JKJAN00079A,61301,East - 2
095A8B032,2510860338,JKJAN00080A,61301,East - 2
095A8B0DA,2510860506,JKJAN00200B,61301,East - 2
095A8B0EF,2510860527,JKJAN00208A,61301,East - 2
095A8B104,2510860548,JKJAN00213A,61301,East - 2
095A8C032,2510864434,JKJAN00050A,61301,East - 2
095A8C047,2510864455,JKJAN00081A,61301,East - 2
095A8C05C,2510864476,JKJAN00124A,61301,East - 2
095A8C09B,2510864539,JKJAN00199A,61301,East - 2
095A8C0C5,2510864581,JKJAN00209A,61301,East - 2
095A8C0EF,2510864623,JKJAN00220A,61301,East - 2
095A8C104,2510864644,JKJAN00235A,61301,East - 2
095A8E01D,2510872605,JKJAN00014A,61301,East - 2
095A8E032,2510872626,JKJAN00041A,61301,East - 2
095A8E05C,2510872668,JKJAN00090A,61301,East - 2
095A8E086,2510872710,JKJAN00105A,61301,East - 2
095A8E09B,2510872731,JKJAN00156A,61301,East - 2
095A8E0C5,2510872773,JKJAN00207A,61301,East - 2
095A8E0EF,2510872815,JKJAN00221A,61301,East - 2
09896901D,2560004125,JKMSY00004A,62501,East - 2
09896905C,2560004188,JKMSY00015A,62501,East - 2
0989690C5,2560004293,JKMSY00092A,62501,East - 2
0989690DA,2560004314,JKMSY00094A,62501,East - 2
0989690EF,2560004335,JKMSY00095A,62501,East - 2
09896A008,2560008200,JKMSY00013A,62501,East - 2
09896A01D,2560008221,JKMSY00017A,62501,East - 2
09896A032,2560008242,JKMSY00027A,62501,East - 2
09896A047,2560008263,JKMSY00033A,62501,East - 2
09896A05C,2560008284,JKMSY00043A,62501,East - 2
09896A086,2560008326,JKMSY00056A,62501,East - 2
09896A0C5,2560008389,JKMSY00096A,62501,East - 2
09896A0EF,2560008431,JKMSY00113A,62501,East - 2
09896B008,2560012296,JKMSY00009A,62501,East - 2
09896B01D,2560012317,JKMSY00012A,62501,East - 2
09896B032,2560012338,JKMSY00040A,62501,East - 2
09896B047,2560012359,JKMSY00045A,62501,East - 2
09896B05C,2560012380,JKMSY00069A,62501,East - 2
09896B09B,2560012443,JKMSY00076A,62501,East - 2
09896B0C5,2560012485,JKMSY00093A,62501,East - 2
09896B0DA,2560012506,JKMSY00112A,62501,East - 2
09896C008,2560016392,JKMSY00019A,62501,East - 2
09896C01D,2560016413,JKMSY00025A,62501,East - 2
09896C047,2560016455,JKMSY00052A,62501,East - 2
09896C086,2560016518,JKMSY00074A,62501,East - 2
09896C09B,2560016539,JKMSY00078A,62501,East - 2
09896C0DA,2560016602,JKMSY00081A,62501,East - 2
09896C0EF,2560016623,JKMSY00118A,62501,East - 2
088F6C086,2297872518,HOHOU00504A,56102,East - 2
088F6C09B,2297872539,HOHOU00537A,56102,East - 2
088F6C0C5,2297872581,HOHOU00561A,56102,East - 2
088F6C0DA,2297872602,HOHOU00576A,56102,East - 2
088F6C0EF,2297872623,HOHOU00672A,56102,East - 2
088F6C104,2297872644,HOHOU00698B,56102,East - 2
088F6C119,2297872665,HOHOU00720B,56102,East - 2
088F6F032,2297884722,HOHOU00150B,56102,East - 2
088F6F09B,2297884827,HOHOU00534A,56102,East - 2
088F6F0C5,2297884869,HOHOU00599A,56102,East - 2
088F6F0DA,2297884890,HOHOU00630A,56102,East - 2
088F6F0EF,2297884911,HOHOU00665A,56102,East - 2
088F6F104,2297884932,HOHOU00674A,56102,East - 2
088F6F119,2297884953,HOHOU00680A,56102,East - 2
088F7B032,2297933874,HOHOU00123B,56102,East - 2
088F7B09B,2297933979,HOHOU00483A,56102,East - 2
088F7B0C5,2297934021,HOHOU00540A,56102,East - 2
088F7B0DA,2297934042,HOHOU00588A,56102,East - 2
088F7B0EF,2297934063,HOHOU00655A,56102,East - 2
088F7B104,2297934084,HOHOU00725A,56102,East - 2
088F7B119,2297934105,HOHOU00726A,56102,East - 2
088F7C0C5,2297938117,HOHOU00582A,56102,East - 2
088F7C0DA,2297938138,HOHOU00585A,56102,East - 2
088F7C0EF,2297938159,HOHOU00611A,56102,East - 2
088F7C104,2297938180,HOHOU00645A,56102,East - 2
088F7C119,2297938201,HOHOU00714A,56102,East - 2
088F8401D,2297970717,HOHOU00160A,56102,East - 2
088F8405C,2297970780,HOHOU00364A,56102,East - 2
088F84086,2297970822,HOHOU00492A,56102,East - 2
088F8409B,2297970843,HOHOU00501B,56102,East - 2
088F840C5,2297970885,HOHOU00551A,56102,East - 2
088F840DA,2297970906,HOHOU00583A,56102,East - 2
088F840EF,2297970927,HOHOU00584A,56102,East - 2
088F84104,2297970948,HOHOU00597B,56102,East - 2
088F84119,2297970969,HOHOU00648A,56102,East - 2
088F8501D,2297974813,HOHOU00116C,56102,East - 2
088F85086,2297974918,HOHOU00491B,56102,East - 2
088F8509B,2297974939,HOHOU00546A,56102,East - 2
088F850C5,2297974981,HOHOU00598A,56102,East - 2
088F850DA,2297975002,HOHOU00625A,56102,East - 2
088F850EF,2297975023,HOHOU00717A,56102,East - 2
088F85104,2297975044,HOHOU00743A,56102,East - 2
088F85119,2297975065,HOHOU00744A,56102,East - 2
088F86008,2297978888,HOHOU00102B,56102,East - 2
088F860C5,2297979077,HOHOU00587B,56102,East - 2
088F860DA,2297979098,HOHOU00623A,56102,East - 2
088F860EF,2297979119,HOHOU00640A,56102,East - 2
088F86104,2297979140,HOHOU00711A,56102,East - 2
088F86119,2297979161,HOHOU00715A,56102,East - 2
095A89008,2510852104,JKJAN00043A,61302,East - 2
095A8901D,2510852125,JKJAN00053A,61302,East - 2
095A89032,2510852146,JKJAN00075A,61302,East - 2
095A89047,2510852167,JKJAN00078A,61302,East - 2
095A8905C,2510852188,JKJAN00102A,61302,East - 2
095A89086,2510852230,JKJAN00128A,61302,East - 2
095A890DA,2510852314,JKJAN00197A,61302,East - 2
095A890EF,2510852335,JKJAN00198A,61302,East - 2
095A89104,2510852356,JKJAN00211A,61302,East - 2
095A89119,2510852377,JKJAN00212A,61302,East - 2
095A8A008,2510856200,JKJAN00071A,61302,East - 2
095A8A032,2510856242,JKJAN00077A,61302,East - 2
095A8A09B,2510856347,JKJAN00175A,61302,East - 2
095A8A0C5,2510856389,JKJAN00227A,61302,East - 2
095A8D008,2510868488,JKJAN00011A,61302,East - 2
095A8D01D,2510868509,JKJAN00025A,61302,East - 2
095A8D032,2510868530,JKJAN00060A,61302,East - 2
095A8D047,2510868551,JKJAN00061A,61302,East - 2
095A8D05C,2510868572,JKJAN00088A,61302,East - 2
095A8D086,2510868614,JKJAN00092A,61302,East - 2
095A8D0C5,2510868677,JKJAN00222A,61302,East - 2
095A8F008,2510876680,JKJAN00006A,61302,East - 2
095A8F01D,2510876701,JKJAN00007A,61302,East - 2
095A8F032,2510876722,JKJAN00037A,61302,East - 2
095A8F047,2510876743,JKJAN00074A,61302,East - 2
095A8F09B,2510876827,JKJAN00174A,61302,East - 2
095A8F0DA,2510876890,JKJAN00225A,61302,East - 2
095A90008,2510880776,JKJAN00040A,61302,East - 2
095A90047,2510880839,JKJAN00063A,61302,East - 2
095A9005C,2510880860,JKJAN00073A,61302,East - 2
095A9009B,2510880923,JKJAN00100A,61302,East - 2
095A900C5,2510880965,JKJAN00168A,61302,East - 2
095A900DA,2510880986,JKJAN00202A,61302,East - 2
095A900EF,2510881007,JKJAN00203A,61302,East - 2
095A90104,2510881028,JKJAN00216A,61302,East - 2
09896D0C5,2560020677,JKMSY00107A,62502,East - 2
09896D0DA,2560020698,JKMSY00108A,62502,East - 2
09896E05C,2560024668,JKMSY00057A,62502,East - 2
09896F047,2560028743,JKMSY00065A,62502,East - 2
09897001D,2560032797,JKMSY00006A,62502,East - 2
09897005C,2560032860,JKMSY00062A,62502,East - 2
0989700C5,2560032965,JKMSY00116A,62502,East - 2
0989700DA,2560032986,JKMSY00117A,62502,East - 2
09897105C,2560036956,JKMSY00070B,62502,East - 2
0989710C5,2560037061,JKMSY00119B,62502,East - 2
09897201D,2560040989,JKMSY00016A,62502,East - 2
09897205C,2560041052,JKMSY00037A,62502,East - 2
0989720C5,2560041157,JKMSY00103A,62502,East - 2
09897305C,2560045148,JKMSY00053A,62502,East - 2
088F70047,2297888839,HOHOU00126A,56103,East - 2
088F700DA,2297888986,HOHOU00629A,56103,East - 2
088F700EF,2297889007,HOHOU00635A,56103,East - 2
088F70104,2297889028,HOHOU00637A,56103,East - 2
088F70119,2297889049,HOHOU00677A,56103,East - 2
088F7105C,2297892956,HOHOU00496A,56103,East - 2
088F71086,2297892998,HOHOU00567A,56103,East - 2
088F7109B,2297893019,HOHOU00571B,56103,East - 2
088F710C5,2297893061,HOHOU00594B,56103,East - 2
088F710DA,2297893082,HOHOU00602A,56103,East - 2
088F710EF,2297893103,HOHOU00617A,56103,East - 2
088F71119,2297893145,HOHOU00682B,56103,East - 2
088F72008,2297896968,HOHOU00080B,56103,East - 2
088F72086,2297897094,HOHOU00393A,56103,East - 2
088F7209B,2297897115,HOHOU00415B,56103,East - 2
088F720C5,2297897157,HOHOU00505A,56103,East - 2
088F720DA,2297897178,HOHOU00569A,56103,East - 2
088F720EF,2297897199,HOHOU00610B,56103,East - 2
088F72104,2297897220,HOHOU00667A,56103,East - 2
088F7301D,2297901085,HOHOU00137A,56103,East - 2
088F73086,2297901190,HOHOU00382B,56103,East - 2
088F7309B,2297901211,HOHOU00383B,56103,East - 2
088F730DA,2297901274,HOHOU00639A,56103,East - 2
088F730EF,2297901295,HOHOU00678A,56103,East - 2
088F73104,2297901316,HOHOU00679B,56103,East - 2
088F73119,2297901337,HOHOU00705B,56103,East - 2
088F7A01D,2297929757,HOHOU00152B,56103,East - 2
088F7A032,2297929778,HOHOU00182B,56103,East - 2
088F7A086,2297929862,HOHOU00514A,56103,East - 2
088F7A09B,2297929883,HOHOU00533A,56103,East - 2
088F7A0C5,2297929925,HOHOU00575A,56103,East - 2
088F7A0DA,2297929946,HOHOU00671A,56103,East - 2
088F7A0EF,2297929967,HOHOU00687A,56103,East - 2
088F7A104,2297929988,HOHOU00710B,56103,East - 2
095A92032,2510889010,JKJAN00059A,61303,East - 2
095A93008,2510893064,JKJAN00015A,61303,East - 2
095A9301D,2510893085,JKJAN00029A,61303,East - 2
095A93047,2510893127,JKJAN00122A,61303,East - 2
095A9305C,2510893148,JKJAN00134A,61303,East - 2
095A93086,2510893190,JKJAN00152A,61303,East - 2
095A9309B,2510893211,JKJAN00192A,61303,East - 2
